20,8,11,15,17,6,16,6,16,6,9,16,5,9,24,9,24,11,9,16|5
8,11,15,17,6,16,6,16,6,9,16,5,9,24,9,24,11,9,16,5|9
11,15,17,6,16,6,16,6,9,16,5,9,24,9,24,11,9,16,5,9|24
15,17,6,16,6,16,6,9,16,5,9,24,9,24,11,9,16,5,9,24|25
17,6,16,6,16,6,9,16,5,9,24,9,24,11,9,16,5,9,24,25|11
6,16,6,16,6,9,16,5,9,24,9,24,11,9,16,5,9,24,25,11|25
16,6,16,6,9,16,5,9,24,9,24,11,9,16,5,9,24,25,11,25|9
6,16,6,9,16,5,9,24,9,24,11,9,16,5,9,24,25,11,25,9|11
16,6,9,16,5,9,24,9,24,11,9,16,5,9,24,25,11,25,9,11|13
6,9,16,5,9,24,9,24,11,9,16,5,9,24,25,11,25,9,11,13|16
9,16,5,9,24,9,24,11,9,16,5,9,24,25,11,25,9,11,13,16|5
16,5,9,24,9,24,11,9,16,5,9,24,25,11,25,9,11,13,16,5|24
5,9,24,9,24,11,9,16,5,9,24,25,11,25,9,11,13,16,5,24|25
9,24,9,24,11,9,16,5,9,24,25,11,25,9,11,13,16,5,24,25|12
24,9,24,11,9,16,5,9,24,25,11,25,9,11,13,16,5,24,25,12|25
9,24,11,9,16,5,9,24,25,11,25,9,11,13,16,5,24,25,12,25|11
24,11,9,16,5,9,24,25,11,25,9,11,13,16,5,24,25,12,25,11|9
11,9,16,5,9,24,25,11,25,9,11,13,16,5,24,25,12,25,11,9|13
9,16,5,9,24,25,11,25,9,11,13,16,5,24,25,12,25,11,9,13|16
16,5,9,24,25,11,25,9,11,13,16,5,24,25,12,25,11,9,13,16|5
5,9,24,25,11,25,9,11,13,16,5,24,25,12,25,11,9,13,16,5|16
9,24,25,11,25,9,11,13,16,5,24,25,12,25,11,9,13,16,5,16|24
24,25,11,25,9,11,13,16,5,24,25,12,25,11,9,13,16,5,16,24|12
25,11,25,9,11,13,16,5,24,25,12,25,11,9,13,16,5,16,24,12|25
11,25,9,11,13,16,5,24,25,12,25,11,9,13,16,5,16,24,12,25|11
25,9,11,13,16,5,24,25,12,25,11,9,13,16,5,16,24,12,25,11|13
9,11,13,16,5,24,25,12,25,11,9,13,16,5,16,24,12,25,11,13|9
11,13,16,5,24,25,12,25,11,9,13,16,5,16,24,12,25,11,13,9|18
13,16,5,24,25,12,25,11,9,13,16,5,16,24,12,25,11,13,9,18|16
16,5,24,25,12,25,11,9,13,16,5,16,24,12,25,11,13,9,18,16|5
5,24,25,12,25,11,9,13,16,5,16,24,12,25,11,13,9,18,16,5|15
24,25,12,25,11,9,13,16,5,16,24,12,25,11,13,9,18,16,5,15|12
25,12,25,11,9,13,16,5,16,24,12,25,11,13,9,18,16,5,15,12|5
12,25,11,9,13,16,5,16,24,12,25,11,13,9,18,16,5,15,12,5|12
25,11,9,13,16,5,16,24,12,25,11,13,9,18,16,5,15,12,5,12|11
11,9,13,16,5,16,24,12,25,11,13,9,18,16,5,15,12,5,12,11|14
9,13,16,5,16,24,12,25,11,13,9,18,16,5,15,12,5,12,11,14|5
13,16,5,16,24,12,25,11,13,9,18,16,5,15,12,5,12,11,14,5|14
16,5,16,24,12,25,11,13,9,18,16,5,15,12,5,12,11,14,5,14|16
5,16,24,12,25,11,13,9,18,16,5,15,12,5,12,11,14,5,14,16|4
16,24,12,25,11,13,9,18,16,5,15,12,5,12,11,14,5,14,16,4|13
24,12,25,11,13,9,18,16,5,15,12,5,12,11,14,5,14,16,4,13|19
12,25,11,13,9,18,16,5,15,12,5,12,11,14,5,14,16,4,13,19|4
25,11,13,9,18,16,5,15,12,5,12,11,14,5,14,16,4,13,19,4|20
11,13,9,18,16,5,15,12,5,12,11,14,5,14,16,4,13,19,4,20|11
13,9,18,16,5,15,12,5,12,11,14,5,14,16,4,13,19,4,20,11|25
9,18,16,5,15,12,5,12,11,14,5,14,16,4,13,19,4,20,11,25|9
18,16,5,15,12,5,12,11,14,5,14,16,4,13,19,4,20,11,25,9|11
16,5,15,12,5,12,11,14,5,14,16,4,13,19,4,20,11,25,9,11|23
5,15,12,5,12,11,14,5,14,16,4,13,19,4,20,11,25,9,11,23|16
15,12,5,12,11,14,5,14,16,4,13,19,4,20,11,25,9,11,23,16|8
12,5,12,11,14,5,14,16,4,13,19,4,20,11,25,9,11,23,16,8|20
5,12,11,14,5,14,16,4,13,19,4,20,11,25,9,11,23,16,8,20|19
12,11,14,5,14,16,4,13,19,4,20,11,25,9,11,23,16,8,20,19|7
11,14,5,14,16,4,13,19,4,20,11,25,9,11,23,16,8,20,19,7|20
14,5,14,16,4,13,19,4,20,11,25,9,11,23,16,8,20,19,7,20|11
5,14,16,4,13,19,4,20,11,25,9,11,23,16,8,20,19,7,20,11|25
14,16,4,13,19,4,20,11,25,9,11,23,16,8,20,19,7,20,11,25|10
16,4,13,19,4,20,11,25,9,11,23,16,8,20,19,7,20,11,25,10|23
4,13,19,4,20,11,25,9,11,23,16,8,20,19,7,20,11,25,10,23|16
13,19,4,20,11,25,9,11,23,16,8,20,19,7,20,11,25,10,23,16|8
19,4,20,11,25,9,11,23,16,8,20,19,7,20,11,25,10,23,16,8|16
4,20,11,25,9,11,23,16,8,20,19,7,20,11,25,10,23,16,8,16|19
20,11,25,9,11,23,16,8,20,19,7,20,11,25,10,23,16,8,16,19|7
11,25,9,11,23,16,8,20,19,7,20,11,25,10,23,16,8,16,19,7|20
25,9,11,23,16,8,20,19,7,20,11,25,10,23,16,8,16,19,7,20|11
9,11,23,16,8,20,19,7,20,11,25,10,23,16,8,16,19,7,20,11|23
11,23,16,8,20,19,7,20,11,25,10,23,16,8,16,19,7,20,11,23|10
23,16,8,20,19,7,20,11,25,10,23,16,8,16,19,7,20,11,23,10|15
16,8,20,19,7,20,11,25,10,23,16,8,16,19,7,20,11,23,10,15|16
8,20,19,7,20,11,25,10,23,16,8,16,19,7,20,11,23,10,15,16|14
20,19,7,20,11,25,10,23,16,8,16,19,7,20,11,23,10,15,16,14|8
19,7,20,11,25,10,23,16,8,16,19,7,20,11,23,10,15,16,14,8|13
7,20,11,25,10,23,16,8,16,19,7,20,11,23,10,15,16,14,8,13|12
20,11,25,10,23,16,8,16,19,7,20,11,23,10,15,16,14,8,13,12|4
11,25,10,23,16,8,16,19,7,20,11,23,10,15,16,14,8,13,12,4|12
25,10,23,16,8,16,19,7,20,11,23,10,15,16,14,8,13,12,4,12|15
10,23,16,8,16,19,7,20,11,23,10,15,16,14,8,13,12,4,12,15|11
23,16,8,16,19,7,20,11,23,10,15,16,14,8,13,12,4,12,15,11|8
16,8,16,19,7,20,11,23,10,15,16,14,8,13,12,4,12,15,11,8|18
8,16,19,7,20,11,23,10,15,16,14,8,13,12,4,12,15,11,8,18|16
16,19,7,20,11,23,10,15,16,14,8,13,12,4,12,15,11,8,18,16|5
19,7,20,11,23,10,15,16,14,8,13,12,4,12,15,11,8,18,16,5|12
7,20,11,23,10,15,16,14,8,13,12,4,12,15,11,8,18,16,5,12|9
20,11,23,10,15,16,14,8,13,12,4,12,15,11,8,18,16,5,12,9|17
11,23,10,15,16,14,8,13,12,4,12,15,11,8,18,16,5,12,9,17|11
23,10,15,16,14,8,13,12,4,12,15,11,8,18,16,5,12,9,17,11|17
10,15,16,14,8,13,12,4,12,15,11,8,18,16,5,12,9,17,11,17|1
15,16,14,8,13,12,4,12,15,11,8,18,16,5,12,9,17,11,17,1|11
16,14,8,13,12,4,12,15,11,8,18,16,5,12,9,17,11,17,1,11|18
14,8,13,12,4,12,15,11,8,18,16,5,12,9,17,11,17,1,11,18|16
8,13,12,4,12,15,11,8,18,16,5,12,9,17,11,17,1,11,18,16|10
13,12,4,12,15,11,8,18,16,5,12,9,17,11,17,1,11,18,16,10|0
12,4,12,15,11,8,18,16,5,12,9,17,11,17,1,11,18,16,10,0|22
4,12,15,11,8,18,16,5,12,9,17,11,17,1,11,18,16,10,0,22|14
12,15,11,8,18,16,5,12,9,17,11,17,1,11,18,16,10,0,22,14|21
15,11,8,18,16,5,12,9,17,11,17,1,11,18,16,10,0,22,14,21|23
11,8,18,16,5,12,9,17,11,17,1,11,18,16,10,0,22,14,21,23|10
8,18,16,5,12,9,17,11,17,1,11,18,16,10,0,22,14,21,23,10|13
18,16,5,12,9,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13|9
16,5,12,9,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9|16
5,12,9,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16|5
12,9,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5|16
9,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16|9
17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9|24
11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24|25
17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25|11
1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11|17
11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17|5
18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5|23
16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23|3
10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3|16
0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16|2
22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,2|13
14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,2,13|3
21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,2,13,3|19
23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,2,13,3,19|10
10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,2,13,3,19,10|19
13,9,16,5,16,9,24,25,11,17,5,23,3,16,2,13,3,19,10,19|14
9,16,5,16,9,24,25,11,17,5,23,3,16,2,13,3,19,10,19,14|3
16,5,16,9,24,25,11,17,5,23,3,16,2,13,3,19,10,19,14,3|11
5,16,9,24,25,11,17,5,23,3,16,2,13,3,19,10,19,14,3,11|9
16,9,24,25,11,17,5,23,3,16,2,13,3,19,10,19,14,3,11,9|25
9,24,25,11,17,5,23,3,16,2,13,3,19,10,19,14,3,11,9,25|5
24,25,11,17,5,23,3,16,2,13,3,19,10,19,14,3,11,9,25,5|16
25,11,17,5,23,3,16,2,13,3,19,10,19,14,3,11,9,25,5,16|13
11,17,5,23,3,16,2,13,3,19,10,19,14,3,11,9,25,5,16,13|24
17,5,23,3,16,2,13,3,19,10,19,14,3,11,9,25,5,16,13,24|17
5,23,3,16,2,13,3,19,10,19,14,3,11,9,25,5,16,13,24,17|11
23,3,16,2,13,3,19,10,19,14,3,11,9,25,5,16,13,24,17,11|17
3,16,2,13,3,19,10,19,14,3,11,9,25,5,16,13,24,17,11,17|1
16,2,13,3,19,10,19,14,3,11,9,25,5,16,13,24,17,11,17,1|11
2,13,3,19,10,19,14,3,11,9,25,5,16,13,24,17,11,17,1,11|18
13,3,19,10,19,14,3,11,9,25,5,16,13,24,17,11,17,1,11,18|16
3,19,10,19,14,3,11,9,25,5,16,13,24,17,11,17,1,11,18,16|10
19,10,19,14,3,11,9,25,5,16,13,24,17,11,17,1,11,18,16,10|0
10,19,14,3,11,9,25,5,16,13,24,17,11,17,1,11,18,16,10,0|22
19,14,3,11,9,25,5,16,13,24,17,11,17,1,11,18,16,10,0,22|14
14,3,11,9,25,5,16,13,24,17,11,17,1,11,18,16,10,0,22,14|21
3,11,9,25,5,16,13,24,17,11,17,1,11,18,16,10,0,22,14,21|23
11,9,25,5,16,13,24,17,11,17,1,11,18,16,10,0,22,14,21,23|10
9,25,5,16,13,24,17,11,17,1,11,18,16,10,0,22,14,21,23,10|13
25,5,16,13,24,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13|9
5,16,13,24,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9|16
16,13,24,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16|5
13,24,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5|16
24,17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16|9
17,11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9|24
11,17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24|25
17,1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25|11
1,11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11|17
11,18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17|5
18,16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5|23
16,10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23|3
10,0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3|16
0,22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16|13
22,14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,13|13
14,21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,13,13|23
21,23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,13,13,23|25
